팀;액세스망제어팀;행사명;기간;예상인원;망;벤더;시스템 명;ACPF NAME;"RNC명
(RNC 번호 2자리 표시)";DU ID;SECTOR(CELL);5G/LTE 주파수;기지국ID;기지국명;서비스지역;"증설유무
(기존 OR 증설)";통합NMS 운용현황;비고;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;13;1.8G;RRKG20190T;가평읍_가평역앞전주_1.8G;가평역;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;8;2.1E;RTKG02048T;가평읍_가평역전주_2.1E;가평역;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009205;4;1.8G;RRKG14075T;가평읍_가평오거리전주_1.8G;자라섬 주변도로;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009205;9;900M;RNKG14075T;가평읍_가평오거리전주_900M;자라섬 주변도로;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009205;5;1.8G;RRKG14197T;가평읍_남이섬산장모텔_1.8G;자라섬 주변도로;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009205;11;1.8H;RCKG14197T;가평읍_남이섬산장모텔_1.8H;자라섬 주변도로;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009205;1;900M;RNKG14197T;가평읍_남이섬산장모텔_900M;자라섬 주변도로;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;12;1.8G;RRKG14076T;가평읍_대곡리68번지4_1.8G;가평역~자라섬;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;11;1.8H;RCKG14076T;가평읍_대곡리68번지4_1.8H;가평역~자라섬;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;9;900M;RNKG14076T;가평읍_대곡리68번지4_900M;가평역~자라섬;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009205;5;1.8G;RRKG30561T;가평읍_서도캠핑카전주_1.8G; 캠핑장 캐라반사이트 B;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;12_30;1.8G_1.8H;RQKG49332T;가평읍_자라섬입구회전교차로_RU30[R];주차장;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;7;2.1E;RTMB00228T;서도입구전주_2.1G;서도입구/자라섬캠핑장;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;1;900M;RNKG18018T;서도입구전주_900M;서도입구/자라섬캠핑장;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0009773;4_22;1.8G_1.8H;RRMB00025T;서도입구전주_RU30;서도입구/자라섬캠핑장;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;6;2.1E;RTKG14208T;중도입구전주_무대방향_2.1G;Main 행사장;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;0;900M;RNMB00001T;중도입구전주_무대방향_900M;Main 행사장;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;3_21;1.8G_1.8H;RRMB00027T;중도입구전주_무대방향_RU30;Main 행사장;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;8;2.1E;RTMB00229T;중도입구전주_입구방향_2.1G;중도 입구;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;2;900M;RNMB00003T;중도입구전주_입구방향_900M;중도 입구;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;5_23;1.8G_1.8H;RRMB00209T;중도입구전주_입구방향_RU30;중도 입구;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;16;2.1E;RTMB00231T;중앙타워_대기실방향_2.1G;대기실 및 화장실;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;10;900M;RNMB00014T;중앙타워_대기실방향_900M;대기실 및 화장실;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;13_31;1.8G_1.8H;RRMB00028T;중앙타워_대기실방향_RU30;대기실 및 화장실;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;6;2.1E;RTMB00233T;중앙타워_무대좌방향_2.1G;Main 행사장;증설;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;0;900M;RNMB00016T;중앙타워_무대좌방향_900M;Main 행사장;증설;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;3_21;1.8G_1.8H;RRMB00030T;중앙타워_무대좌방향_RU30;Main 행사장;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;7;2.1E;RTMB00232T;중앙타워_푸드코너방향_2.1G;푸드코너;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;1;900M;RNMB00015T;중앙타워_푸드코너방향_900M;푸드코너;증설;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;LTE;SS;LSM11;-;-;SEC0010914;4_22;1.8G_1.8H;RRMB00029T;중앙타워_푸드코너방향_RU30;푸드코너;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100010;-;NS00200356;1100;3.5G;NPKG60782S;가평읍_대곡리68번지4_8T_A;가평역;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200619;480;3.5G;NRKG61421S;가평읍_중도입구전주_무대방향_32T_B;중도 무대;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200619;482;3.5G;NRKG61420S;가평읍_중도입구전주_입구방향_32T_A;중도 입구;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200619;481;3.5G;NRMB00004S;중앙타워_무대좌방향_32T_D;중도 행사장 무대;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200619;471;3.5G;NRMB00001S;중앙타워_입구방향_32T_A;중도 행사장 푸드코너;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100010;-;NS00200356;1098;3.5G;NRMB00003S;중앙타워_대기실방향_32T_G;중도 행사장 대기실;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100010;-;NS00200356;1097;3.5G;NRMB00002S;중앙타워_화장실방향_32T_B;중도 행사장 화장실;증설;예비운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200618;397;3.5G;NRKG70857S;[K공동]가평읍_가평역앞전주_32T_B;가평역;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200618;396;3.5G;NRKG70827S;[K공동]가평읍_가평역앞전주_32T_A;가평역;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200617;325;3.5G;NRKG70968S;[K공동]가평읍_자라섬입구회전교차로_32T_G;주차장/입구;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200617;324;3.5G;NRKG70967S;[K공동]가평읍_자라섬입구회전교차로_32T_B;주차장/입구;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200617;323;3.5G;NRKG70966S;[K공동]가평읍_자라섬입구회전교차로_32T_A;주차장/입구;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200617;331;3.5G;NRKG70965S;[K공동]가평읍_서도입구전주_입구방향_32T_G;자라섬 서도;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200617;330;3.5G;NRKG70964S;[K공동]가평읍_서도입구전주_캠핑장방향_32T_B;자라섬 서도;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200617;329;3.5G;NRKG70963S;[K공동]가평읍_서도입구전주_중도방향_32T_A;자라섬 서도;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200618;395;3.5G;NRKG70970S;[K공동]가평읍_서도캠핑카전주_남쪽방향_32T_B;캠핑장사이트B;기존;운용;
신내엔지니어링부;강북;2022 이슬라이브 페스티벌;2022-09-03 ~ 2022-09-03;15,000;5G;SS;HEHA_USM;ACPF_100013;-;NS00200618;394;3.5G;NRKG70969S;[K공동]가평읍_서도캠핑카전주_북쪽방향_32T_A;캠핑장사이트B;기존;운용;
